"ensembl_gene_id"	"entrezgene_id"	"hgnc_symbol"	"gene_biotype"
"ENSG00000261235"	NA	""	"lncRNA"
"ENSG00000243845"	NA	"RN7SL30P"	"misc_RNA"
"ENSG00000235016"	100129060	"SEMA3F-AS1"	"lncRNA"
"ENSG00000266514"	100616212	"MIR3689F"	"miRNA"
"ENSG00000252521"	NA	"RNU5D-2P"	"snRNA"
"ENSG00000221676"	100151684	"RNU6ATAC"	"snRNA"
"ENSG00000263897"	100616236	"MIR4669"	"miRNA"
"ENSG00000265872"	100500846	"MIR3689A"	"miRNA"
"ENSG00000264744"	100616333	"MIR3689C"	"miRNA"
"ENSG00000265848"	100616131	"MIR3689D1"	"miRNA"
"ENSG00000264136"	100616344	"MIR3689D2"	"miRNA"
"ENSG00000240853"	NA	"RN7SL328P"	"misc_RNA"
"ENSG00000243014"	NA	"PTMAP8"	"processed_pseudogene"
"ENSG00000135686"	79786	"KLHL36"	"protein_coding"
"ENSG00000264163"	100500906	"MIR3689B"	"miRNA"
"ENSG00000266827"	100616460	"MIR3689E"	"miRNA"
"ENSG00000207693"	693187	"MIR602"	"miRNA"
"ENSG00000240156"	NA	"COX6CP6"	"processed_pseudogene"
"ENSG00000223256"	NA	"RNU6-785P"	"snRNA"
"ENSG00000271833"	NA	""	"lncRNA"
"ENSG00000240959"	NA	"ST13P14"	"processed_pseudogene"
"ENSG00000243658"	NA	"MTND5P16"	"unprocessed_pseudogene"
"ENSG00000286854"	NA	""	"lncRNA"
"ENSG00000149212"	143686	"SESN3"	"protein_coding"
"ENSG00000239632"	NA	"MTND4LP3"	"unprocessed_pseudogene"
"ENSG00000240677"	NA	"MYL6P4"	"processed_pseudogene"
"ENSG00000136856"	29988	"SLC2A8"	"protein_coding"
"ENSG00000236340"	101928333	"GRM8-AS1"	"lncRNA"
"ENSG00000286604"	NA	""	"lncRNA"
"ENSG00000242759"	NA	"LINC00882"	"lncRNA"
"ENSG00000279429"	NA	""	"TEC"
"ENSG00000232199"	NA	"RPL3P8"	"processed_pseudogene"
"ENSG00000214293"	100505854	"APTR"	"lncRNA"
"ENSG00000241825"	NA	"RPL7P42"	"processed_pseudogene"
"ENSG00000168404"	197259	"MLKL"	"protein_coding"
"ENSG00000257124"	NA	""	"lncRNA"
"ENSG00000206924"	NA	"RNU6-689P"	"snRNA"
"ENSG00000075292"	27332	"ZNF638"	"protein_coding"
"ENSG00000111145"	2004	"ELK3"	"protein_coding"
"ENSG00000119640"	97	"ACYP1"	"protein_coding"
"ENSG00000091127"	54517	"PUS7"	"protein_coding"
"ENSG00000168152"	79725	"THAP9"	"protein_coding"
"ENSG00000254251"	NA	""	"lncRNA"
"ENSG00000253704"	101926977	""	"lncRNA"
"ENSG00000248159"	NA	"HSPA8P11"	"processed_pseudogene"
"ENSG00000119703"	79696	"ZC2HC1C"	"protein_coding"
"ENSG00000254219"	NA	""	"lncRNA"
"ENSG00000254190"	NA	""	"processed_pseudogene"
"ENSG00000253118"	NA	""	"processed_pseudogene"
"ENSG00000253553"	NA	""	"lncRNA"
"ENSG00000248646"	NA	""	"lncRNA"
"ENSG00000251427"	NA	""	"unprocessed_pseudogene"
"ENSG00000151572"	121601	"ANO4"	"protein_coding"
"ENSG00000250781"	105374428	""	"lncRNA"
"ENSG00000227487"	NA	"NCAM1-AS1"	"lncRNA"
"ENSG00000140968"	3394	"IRF8"	"protein_coding"
"ENSG00000244669"	NA	""	"processed_pseudogene"
"ENSG00000072201"	84708	"LNX1"	"protein_coding"
"ENSG00000254478"	NA	""	"processed_pseudogene"
"ENSG00000245385"	NA	""	"lncRNA"
"ENSG00000132554"	26166	"RGS22"	"protein_coding"
"ENSG00000258978"	NA	"HIF1AP1"	"processed_pseudogene"
"ENSG00000214290"	120376	"COLCA2"	"protein_coding"
"ENSG00000259138"	NA	""	"lncRNA"
"ENSG00000170348"	10972	"TMED10"	"protein_coding"
"ENSG00000144771"	57408	"LRTM1"	"protein_coding"
"ENSG00000198839"	11179	"ZNF277"	"protein_coding"
"ENSG00000154165"	2838	"GPR15"	"protein_coding"
"ENSG00000250148"	NA	"KRT8P31"	"processed_pseudogene"
"ENSG00000226082"	NA	""	"processed_pseudogene"
"ENSG00000248950"	NA	"LDHBP3"	"processed_pseudogene"
"ENSG00000240097"	NA	""	"processed_pseudogene"
"ENSG00000240393"	NA	""	"processed_pseudogene"
"ENSG00000228980"	401082	"LINC01205"	"lncRNA"
"ENSG00000164211"	134429	"STARD4"	"protein_coding"
"ENSG00000279398"	NA	""	"TEC"
"ENSG00000273565"	NA	""	"lncRNA"
"ENSG00000218049"	NA	"RPL31P33"	"processed_pseudogene"
"ENSG00000252013"	NA	"RNU4ATAC14P"	"snRNA"
"ENSG00000203808"	154442	"BVES-AS1"	"lncRNA"
"ENSG00000287668"	NA	""	"lncRNA"
"ENSG00000241933"	101929159	"DENND6A-DT"	"lncRNA"
"ENSG00000243669"	NA	"RPL34P23"	"processed_pseudogene"
"ENSG00000100665"	5267	"SERPINA4"	"protein_coding"
"ENSG00000241170"	NA	""	"transcribed_processed_pseudogene"
"ENSG00000206531"	344807	"CD200R1L"	"protein_coding"
"ENSG00000255605"	NA	""	"lncRNA"
"ENSG00000223709"	NA	"TRIM64EP"	"unprocessed_pseudogene"
"ENSG00000261029"	NA	"MPHOSPH6-DT"	"lncRNA"
"ENSG00000214259"	NA	""	"processed_pseudogene"
"ENSG00000279793"	NA	""	"TEC"
"ENSG00000261226"	NA	""	"lncRNA"
"ENSG00000255409"	NA	"RSF1-IT1"	"lncRNA"
"ENSG00000256452"	NA	""	"lncRNA"
"ENSG00000260340"	NA	"LINC02176"	"lncRNA"
"ENSG00000271390"	NA	""	"lncRNA"
"ENSG00000100280"	162	"AP1B1"	"protein_coding"
"ENSG00000270423"	NA	""	"processed_pseudogene"
"ENSG00000259459"	NA	"LINC02568"	"lncRNA"
"ENSG00000261363"	NA	""	"lncRNA"
"ENSG00000285813"	NA	""	"lncRNA"
"ENSG00000185669"	333929	"SNAI3"	"protein_coding"
"ENSG00000256448"	NA	""	"lncRNA"
"ENSG00000255689"	NA	""	"lncRNA"
"ENSG00000254968"	101928823	"LINC02763"	"lncRNA"
"ENSG00000279349"	NA	""	"TEC"
"ENSG00000239799"	100873993	"ITIH4-AS1"	"lncRNA"
"ENSG00000249992"	25907	"TMEM158"	"protein_coding"
"ENSG00000187772"	389421	"LIN28B"	"protein_coding"
"ENSG00000260288"	NA	""	"lncRNA"
"ENSG00000240796"	NA	"MTND2P14"	"unprocessed_pseudogene"
"ENSG00000279277"	NA	""	"lncRNA"
"ENSG00000255246"	NA	""	"lncRNA"
"ENSG00000260387"	NA	""	"lncRNA"
"ENSG00000261175"	NA	"LINC02188"	"lncRNA"
"ENSG00000280417"	NA	""	"TEC"
"ENSG00000241889"	NA	""	"processed_pseudogene"
"ENSG00000272650"	NA	""	"lncRNA"
"ENSG00000248122"	NA	"APOOP4"	"processed_pseudogene"
"ENSG00000095139"	372	"ARCN1"	"protein_coding"
"ENSG00000231442"	NA	"LARP1BP1"	"processed_pseudogene"
"ENSG00000091972"	4345	"CD200"	"protein_coding"
"ENSG00000196475"	2712	"GK2"	"protein_coding"
"ENSG00000285331"	145783	""	"lncRNA"
"ENSG00000248744"	NA	""	"lncRNA"
"ENSG00000271231"	NA	"KRT18P9"	"processed_pseudogene"
"ENSG00000227885"	NA	""	"lncRNA"
"ENSG00000243403"	NA	""	"processed_pseudogene"
"ENSG00000005194"	57019	"CIAPIN1"	"protein_coding"
"ENSG00000287596"	NA	""	"lncRNA"
"ENSG00000170502"	53343	"NUDT9"	"protein_coding"
"ENSG00000279403"	NA	""	"TEC"
"ENSG00000188488"	5104	"SERPINA5"	"protein_coding"
"ENSG00000287413"	NA	""	"lncRNA"
"ENSG00000224987"	NA	""	"processed_pseudogene"
"ENSG00000287761"	NA	""	"lncRNA"
"ENSG00000164434"	2173	"FABP7"	"protein_coding"
"ENSG00000104043"	79895	"ATP8B4"	"protein_coding"
"ENSG00000230216"	NA	"HSPB1P2"	"processed_pseudogene"
"ENSG00000101997"	28952	"CCDC22"	"protein_coding"
"ENSG00000185274"	64409	"GALNT17"	"protein_coding"
"ENSG00000179165"	222659	"PXT1"	"protein_coding"
"ENSG00000105220"	2821	"GPI"	"protein_coding"
"ENSG00000223965"	NA	"ZNF587P1"	"processed_pseudogene"
"ENSG00000271856"	101929623	"LINC01215"	"lncRNA"
"ENSG00000226181"	NA	""	"lncRNA"
"ENSG00000240405"	101927152	"SAMMSON"	"lncRNA"
"ENSG00000111911"	135114	"HINT3"	"protein_coding"
"ENSG00000112116"	112744	"IL17F"	"protein_coding"
"ENSG00000185608"	64976	"MRPL40"	"protein_coding"
"ENSG00000279114"	NA	""	"TEC"
"ENSG00000218194"	NA	"HLFP1"	"processed_pseudogene"
"ENSG00000275953"	NA	""	"processed_pseudogene"
"ENSG00000219941"	NA	"KRT18P50"	"processed_pseudogene"
"ENSG00000218996"	NA	"ARL4AP5"	"processed_pseudogene"
"ENSG00000277043"	NA	"EEF1A1P42"	"processed_pseudogene"
"ENSG00000226089"	NA	""	"lncRNA"
"ENSG00000287097"	107986639	""	"lncRNA"
"ENSG00000244158"	NA	"CALHM6-AS1"	"lncRNA"
"ENSG00000213204"	NA	""	"protein_coding"
"ENSG00000100033"	5625	"PRODH"	"protein_coding"
"ENSG00000285769"	NA	""	"lncRNA"
"ENSG00000286181"	NA	""	"lncRNA"
"ENSG00000286259"	NA	""	"lncRNA"
"ENSG00000277595"	NA	""	"lncRNA"
"ENSG00000166900"	6809	"STX3"	"protein_coding"
"ENSG00000243914"	NA	"RPL5P14"	"processed_pseudogene"
"ENSG00000248966"	NA	"BCLAF1P1"	"processed_pseudogene"
"ENSG00000250427"	100505811	"LINC02148"	"lncRNA"
"ENSG00000049769"	89801	"PPP1R3F"	"protein_coding"
"ENSG00000250630"	NA	"MTCO1P35"	"unprocessed_pseudogene"
"ENSG00000227249"	NA	""	"processed_pseudogene"
"ENSG00000249662"	102723526	"LINC02218"	"protein_coding"
"ENSG00000270880"	NA	""	"processed_pseudogene"
"ENSG00000167011"	375607	"NAT16"	"protein_coding"
"ENSG00000283544"	NA	""	"unprocessed_pseudogene"
"ENSG00000180263"	55785	"FGD6"	"protein_coding"
"ENSG00000250308"	NA	"SALL4P1"	"processed_pseudogene"
"ENSG00000213452"	NA	"AKR1B1P2"	"processed_pseudogene"
"ENSG00000249014"	NA	"HMGN2P4"	"processed_pseudogene"
"ENSG00000271218"	NA	""	"lncRNA"
"ENSG00000273259"	NA	""	"protein_coding"
"ENSG00000251566"	NA	"HMGB1P35"	"transcribed_processed_pseudogene"
"ENSG00000025039"	58528	"RRAGD"	"protein_coding"
"ENSG00000163377"	151647	"TAFA4"	"protein_coding"
"ENSG00000248701"	NA	""	"lncRNA"
"ENSG00000248757"	102467212	"LINC02115"	"lncRNA"
"ENSG00000288028"	NA	""	"lncRNA"
"ENSG00000253584"	NA	""	"lncRNA"
"ENSG00000249301"	NA	""	"processed_pseudogene"
"ENSG00000184408"	3751	"KCND2"	"protein_coding"
"ENSG00000196136"	12	"SERPINA3"	"protein_coding"
"ENSG00000049192"	11174	"ADAMTS6"	"protein_coding"
"ENSG00000204622"	NA	"HLA-J"	"transcribed_unprocessed_pseudogene"
"ENSG00000270012"	NA	""	"lncRNA"
"ENSG00000286031"	NA	""	"lncRNA"
"ENSG00000274274"	645051	"GAGE13"	"protein_coding"
"ENSG00000184903"	83943	"IMMP2L"	"protein_coding"
"ENSG00000249771"	NA	""	"lncRNA"
"ENSG00000176142"	55254	"TMEM39A"	"protein_coding"
"ENSG00000249976"	NA	""	"processed_pseudogene"
"ENSG00000249890"	NA	""	"unprocessed_pseudogene"
"ENSG00000217767"	NA	"NDUFAB1P1"	"processed_pseudogene"
"ENSG00000280277"	NA	""	"TEC"
"ENSG00000147118"	7569	"ZNF182"	"protein_coding"
"ENSG00000231782"	439934	"LINC00575"	"lncRNA"
"ENSG00000249051"	NA	""	"processed_pseudogene"
"ENSG00000152784"	56978	"PRDM8"	"protein_coding"
"ENSG00000259140"	NA	""	"processed_pseudogene"
"ENSG00000221994"	57232	"ZNF630"	"protein_coding"
"ENSG00000239269"	NA	"RPSAP4"	"processed_pseudogene"
"ENSG00000285205"	NA	""	"lncRNA"
"ENSG00000240914"	NA	"RPL15P2"	"processed_pseudogene"
"ENSG00000274379"	NA	""	"lncRNA"
"ENSG00000258805"	NA	"ADIPOR1P2"	"processed_pseudogene"
"ENSG00000187483"	388007	"SERPINA13P"	"transcribed_unprocessed_pseudogene"
"ENSG00000196152"	7633	"ZNF79"	"protein_coding"
"ENSG00000100526"	1033	"CDKN3"	"protein_coding"
"ENSG00000146955"	401409	"RAB19"	"protein_coding"
"ENSG00000286921"	NA	""	"lncRNA"
"ENSG00000197958"	6136	"RPL12"	"protein_coding"
"ENSG00000243289"	NA	"AGAP13P"	"unprocessed_pseudogene"
"ENSG00000285162"	1124	""	"protein_coding"
"ENSG00000138175"	403	"ARL3"	"protein_coding"
"ENSG00000198420"	9747	"TCAF1"	"protein_coding"
"ENSG00000242841"	NA	"KRT8P35"	"processed_pseudogene"
"ENSG00000276471"	NA	""	"lncRNA"
"ENSG00000172987"	60495	"HPSE2"	"protein_coding"
"ENSG00000163681"	7871	"SLMAP"	"protein_coding"
"ENSG00000249111"	NA	""	"lncRNA"
"ENSG00000079819"	2037	"EPB41L2"	"protein_coding"
"ENSG00000239627"	NA	"RPL12P20"	"processed_pseudogene"
"ENSG00000250930"	100873939	"LNX1-AS1"	"lncRNA"
"ENSG00000261303"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000260944"	103752587	"FOXC2-AS1"	"lncRNA"
"ENSG00000154118"	57338	"JPH3"	"protein_coding"
"ENSG00000249105"	NA	""	"processed_pseudogene"
"ENSG00000248946"	NA	"MTND3P22"	"processed_pseudogene"
"ENSG00000249831"	NA	""	"lncRNA"
"ENSG00000270344"	NA	"POC1B-AS1"	"lncRNA"
"ENSG00000248363"	NA	""	"lncRNA"
"ENSG00000251105"	NA	""	"processed_pseudogene"
"ENSG00000219626"	375190	"FAM228B"	"protein_coding"
"ENSG00000271202"	NA	"PRR13P7"	"processed_pseudogene"
"ENSG00000270861"	NA	""	"processed_pseudogene"
"ENSG00000257764"	NA	""	"lncRNA"
"ENSG00000109208"	26952	"SMR3A"	"protein_coding"
"ENSG00000253737"	NA	""	"lncRNA"
"ENSG00000226982"	NA	"CENPCP1"	"processed_pseudogene"
"ENSG00000251118"	NA	"H3P24"	"processed_pseudogene"
"ENSG00000258815"	NA	"LINC02820"	"lncRNA"
"ENSG00000166963"	4130	"MAP1A"	"protein_coding"
"ENSG00000249128"	102467225	"LINC02215"	"lncRNA"
"ENSG00000257515"	NA	""	"lncRNA"
"ENSG00000175426"	5122	"PCSK1"	"protein_coding"
"ENSG00000108771"	79132	"DHX58"	"protein_coding"
"ENSG00000171489"	389852	"SPACA5"	"protein_coding"
"ENSG00000147526"	6867	"TACC1"	"protein_coding"
"ENSG00000035720"	26228	"STAP1"	"protein_coding"
"ENSG00000277541"	NA	"ZNF630-AS1"	"lncRNA"
"ENSG00000174804"	8322	"FZD4"	"protein_coding"
"ENSG00000287757"	NA	""	"lncRNA"
"ENSG00000260884"	NA	""	"lncRNA"
"ENSG00000171483"	NA	"SSX6P"	"transcribed_unprocessed_pseudogene"
"ENSG00000270945"	NA	"HSPE1P7"	"processed_pseudogene"
"ENSG00000197157"	27044	"SND1"	"protein_coding"
"ENSG00000109944"	79864	"JHY"	"protein_coding"
"ENSG00000140937"	1009	"CDH11"	"protein_coding"
"ENSG00000201302"	26783	"SNORA65"	"snoRNA"
"ENSG00000232973"	285154	"CYP1B1-AS1"	"lncRNA"
"ENSG00000200788"	NA	""	"misc_RNA"
"ENSG00000259293"	101928694	"LIPC-AS1"	"lncRNA"
"ENSG00000136830"	64855	"NIBAN2"	"protein_coding"
"ENSG00000129038"	4016	"LOXL1"	"protein_coding"
"ENSG00000230241"	NA	""	"processed_pseudogene"
"ENSG00000224560"	NA	""	"processed_pseudogene"
"ENSG00000233139"	NA	""	"processed_pseudogene"
"ENSG00000201517"	NA	"RNU6-707P"	"snRNA"
"ENSG00000251332"	NA	"PSME2P4"	"processed_pseudogene"
"ENSG00000225198"	NA	"SSXP3"	"unprocessed_pseudogene"
"ENSG00000249055"	NA	"TBCAP3"	"transcribed_processed_pseudogene"
"ENSG00000238032"	NA	"S100A11P5"	"processed_pseudogene"
"ENSG00000234780"	NA	""	"processed_pseudogene"
"ENSG00000252856"	NA	"RNA5SP503"	"rRNA_pseudogene"
"ENSG00000249413"	NA	""	"lncRNA"
"ENSG00000204368"	NA	""	"processed_pseudogene"
"ENSG00000231568"	NA	"S100A11P7"	"processed_pseudogene"
"ENSG00000229662"	NA	""	"processed_pseudogene"
"ENSG00000232813"	NA	"S100A11P6"	"processed_pseudogene"
"ENSG00000241207"	NA	""	"unprocessed_pseudogene"
"ENSG00000145246"	57205	"ATP10D"	"protein_coding"
"ENSG00000229227"	NA	""	"lncRNA"
"ENSG00000237345"	NA	""	"processed_pseudogene"
"ENSG00000102103"	10084	"PQBP1"	"protein_coding"
"ENSG00000274403"	NA	""	"lncRNA"
"ENSG00000278408"	NA	""	"lncRNA"
"ENSG00000150175"	NA	"FRMPD2B"	"unprocessed_pseudogene"
"ENSG00000259268"	NA	""	"lncRNA"
"ENSG00000188316"	387712	"ENO4"	"protein_coding"
"ENSG00000279033"	NA	""	"TEC"
"ENSG00000099998"	2687	"GGT5"	"protein_coding"
"ENSG00000103742"	57722	"IGDCC4"	"protein_coding"
"ENSG00000255093"	NA	""	"transcribed_unitary_pseudogene"
"ENSG00000232202"	NA	"CHORDC1P1"	"processed_pseudogene"
"ENSG00000282998"	NA	""	"lncRNA"
"ENSG00000272180"	NA	""	"lncRNA"
"ENSG00000223522"	NA	""	"lncRNA"
"ENSG00000235718"	83552	"MFRP"	"protein_coding"
"ENSG00000119787"	64225	"ATL2"	"protein_coding"
"ENSG00000138315"	170392	"OIT3"	"protein_coding"
"ENSG00000266872"	NA	""	"lncRNA"
"ENSG00000226629"	147093	"LINC00974"	"lncRNA"
"ENSG00000204873"	83900	"KRTAP9-3"	"protein_coding"
"ENSG00000244559"	NA	""	"processed_pseudogene"
"ENSG00000119919"	159296	"NKX2-3"	"protein_coding"
"ENSG00000263657"	NA	""	"lncRNA"
"ENSG00000176208"	79915	"ATAD5"	"protein_coding"
"ENSG00000228169"	NA	"PPIAP19"	"processed_pseudogene"
"ENSG00000260475"	NA	""	"lncRNA"
"ENSG00000236303"	NA	"LINC02646"	"lncRNA"
"ENSG00000113391"	83989	"FAM172A"	"protein_coding"
"ENSG00000242747"	NA	""	"processed_pseudogene"
"ENSG00000196091"	4604	"MYBPC1"	"protein_coding"
"ENSG00000276375"	NA	""	"unprocessed_pseudogene"
"ENSG00000278662"	643707	"GOLGA6L10"	"protein_coding"
"ENSG00000278662"	647042	"GOLGA6L10"	"protein_coding"
"ENSG00000235198"	NA	""	"lncRNA"
"ENSG00000227560"	NA	"RPS15AP30"	"processed_pseudogene"
"ENSG00000213551"	23234	"DNAJC9"	"protein_coding"
"ENSG00000234336"	NA	"JAZF1-AS1"	"lncRNA"
"ENSG00000288172"	NA	""	"lncRNA"
"ENSG00000077063"	83992	"CTTNBP2"	"protein_coding"
"ENSG00000196865"	374354	"NHLRC2"	"protein_coding"
"ENSG00000186642"	5138	"PDE2A"	"protein_coding"
"ENSG00000260870"	NA	"NDUFB10P1"	"processed_pseudogene"
"ENSG00000233577"	NA	""	"lncRNA"
"ENSG00000285968"	NA	""	"lncRNA"
"ENSG00000280639"	101929151	"LINC02204"	"lncRNA"
"ENSG00000285690"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000206066"	NA	"IGLL3P"	"unprocessed_pseudogene"
"ENSG00000140297"	9245	"GCNT3"	"protein_coding"
"ENSG00000230637"	NA	""	"unprocessed_pseudogene"
"ENSG00000231466"	NA	""	"processed_pseudogene"
"ENSG00000170370"	2018	"EMX2"	"protein_coding"
"ENSG00000100068"	NA	"LRP5L"	"transcribed_unprocessed_pseudogene"
"ENSG00000248987"	NA	"PRDX4P1"	"processed_pseudogene"
"ENSG00000250436"	728040	"LINC02499"	"lncRNA"
"ENSG00000251325"	NA	""	"lncRNA"
"ENSG00000251264"	NA	""	"lncRNA"
"ENSG00000248543"	NA	"NPM1P41"	"processed_pseudogene"
"ENSG00000286150"	NA	""	"lncRNA"
"ENSG00000250006"	NA	""	"processed_pseudogene"
"ENSG00000101276"	113278	"SLC52A3"	"protein_coding"
"ENSG00000182010"	219790	"RTKN2"	"protein_coding"
"ENSG00000104879"	1158	"CKM"	"protein_coding"
"ENSG00000248613"	NA	""	"unprocessed_pseudogene"
"ENSG00000126368"	9572	"NR1D1"	"protein_coding"
"ENSG00000272626"	NA	""	"lncRNA"
"ENSG00000250550"	NA	"PPBPP1"	"transcribed_unprocessed_pseudogene"
"ENSG00000247982"	283663	"LINC00926"	"lncRNA"
"ENSG00000287239"	NA	""	"lncRNA"
"ENSG00000169851"	5099	"PCDH7"	"protein_coding"
"ENSG00000261489"	NA	""	"lncRNA"
"ENSG00000277790"	NA	""	"lncRNA"
"ENSG00000117906"	5955	"RCN2"	"protein_coding"
"ENSG00000279571"	NA	""	"lncRNA"
"ENSG00000187024"	138428	"PTRH1"	"protein_coding"
"ENSG00000267005"	NA	""	"processed_pseudogene"
"ENSG00000131849"	7691	"ZNF132"	"protein_coding"
"ENSG00000278231"	NA	""	"lncRNA"
"ENSG00000140950"	57707	"MEAK7"	"protein_coding"
"ENSG00000272942"	NA	""	"lncRNA"
"ENSG00000272798"	NA	""	"lncRNA"
"ENSG00000227087"	NA	"RBMX2P5"	"processed_pseudogene"
"ENSG00000124198"	10564	"ARFGEF2"	"protein_coding"
"ENSG00000248901"	105379098	"LINC01846"	"lncRNA"
"ENSG00000250064"	NA	""	"lncRNA"
"ENSG00000271138"	NA	"IGLVIVOR22-1"	"IG_V_pseudogene"
"ENSG00000270830"	NA	""	"processed_pseudogene"
"ENSG00000248237"	NA	""	"processed_pseudogene"
"ENSG00000100058"	1416	"CRYBB2P1"	"transcribed_unprocessed_pseudogene"
"ENSG00000132837"	29958	"DMGDH"	"protein_coding"
"ENSG00000153802"	9407	"TMPRSS11D"	"protein_coding"
"ENSG00000268293"	NA	""	"processed_pseudogene"
"ENSG00000267113"	NA	""	"processed_pseudogene"
"ENSG00000227382"	NA	"EIF4A2P2"	"processed_pseudogene"
"ENSG00000083845"	6193	"RPS5"	"protein_coding"
"ENSG00000197430"	93377	"OPALIN"	"protein_coding"
"ENSG00000241225"	NA	"NMTRS-TGA3-1"	"unprocessed_pseudogene"
"ENSG00000266222"	NA	""	"lncRNA"
"ENSG00000108651"	55813	"UTP6"	"protein_coding"
"ENSG00000277872"	102466198	"MIR6817"	"miRNA"
"ENSG00000272977"	NA	""	"lncRNA"
"ENSG00000243811"	140564	"APOBEC3D"	"protein_coding"
"ENSG00000260166"	NA	""	"lncRNA"
"ENSG00000103091"	79726	"WDR59"	"protein_coding"
"ENSG00000186234"	NA	"FAM86MP"	"unprocessed_pseudogene"
"ENSG00000283874"	100500872	"MIR3911"	"miRNA"
"ENSG00000260152"	NA	""	"processed_pseudogene"
"ENSG00000160401"	286207	"CFAP157"	"protein_coding"
"ENSG00000259547"	NA	"CYCSP2"	"processed_pseudogene"
"ENSG00000272862"	NA	""	"lncRNA"
"ENSG00000173013"	257236	"CCDC96"	"protein_coding"
"ENSG00000261820"	NA	"DNM1P49"	"unprocessed_pseudogene"
"ENSG00000285948"	NA	""	"lncRNA"
"ENSG00000196616"	125	"ADH1B"	"protein_coding"
"ENSG00000259622"	NA	""	"processed_pseudogene"
"ENSG00000259362"	101929457	""	"lncRNA"
"ENSG00000215193"	55670	"PEX26"	"protein_coding"
"ENSG00000248540"	283731	""	"lncRNA"
"ENSG00000259740"	NA	""	"lncRNA"
"ENSG00000185088"	51065	"RPS27L"	"protein_coding"
"ENSG00000167094"	158248	"TTC16"	"protein_coding"
"ENSG00000166770"	NA	"ZNF667-AS1"	"lncRNA"
"ENSG00000101966"	331	"XIAP"	"protein_coding"
"ENSG00000105880"	1749	"DLX5"	"protein_coding"
"ENSG00000269473"	NA	"ZNF132-DT"	"lncRNA"
"ENSG00000286632"	NA	""	"lncRNA"
"ENSG00000253572"	NA	""	"lncRNA"
"ENSG00000105379"	2109	"ETFB"	"protein_coding"
"ENSG00000285151"	NA	""	"lncRNA"
"ENSG00000250359"	NA	"PTP4A1P4"	"processed_pseudogene"
"ENSG00000145642"	100132916	"SHISAL2B"	"protein_coding"
"ENSG00000004059"	381	"ARF5"	"protein_coding"
"ENSG00000261821"	NA	""	"lncRNA"
"ENSG00000155287"	81894	"SLC25A28"	"protein_coding"
"ENSG00000160404"	27433	"TOR2A"	"protein_coding"
"ENSG00000285253"	54816	""	"protein_coding"
"ENSG00000248132"	101928569	"LINC02101"	"lncRNA"
"ENSG00000227791"	NA	"RPS10P9"	"processed_pseudogene"
"ENSG00000285611"	NA	""	"lncRNA"
"ENSG00000235997"	NA	"LINC01936"	"lncRNA"
"ENSG00000285809"	NA	""	"lncRNA"
"ENSG00000248967"	NA	""	"processed_pseudogene"
"ENSG00000244363"	NA	"RPL7P23"	"processed_pseudogene"
"ENSG00000104142"	57617	"VPS18"	"protein_coding"
"ENSG00000248199"	NA	""	"lncRNA"
"ENSG00000099937"	3053	"SERPIND1"	"protein_coding"
"ENSG00000224032"	NA	"EPB41L4A-AS1"	"lncRNA"
"ENSG00000142273"	23624	"CBLC"	"protein_coding"
"ENSG00000116005"	51449	"PCYOX1"	"protein_coding"
"ENSG00000251542"	101927059	"LINC01957"	"lncRNA"
"ENSG00000099204"	3983	"ABLIM1"	"protein_coding"
"ENSG00000235635"	NA	""	"lncRNA"
"ENSG00000250095"	100873948	"NREP-AS1"	"lncRNA"
"ENSG00000102038"	6594	"SMARCA1"	"protein_coding"
"ENSG00000103248"	64779	"MTHFSD"	"protein_coding"
"ENSG00000164309"	202333	"CMYA5"	"protein_coding"
"ENSG00000100528"	10175	"CNIH1"	"protein_coding"
"ENSG00000259322"	NA	""	"lncRNA"
"ENSG00000259200"	105370802	""	"lncRNA"
"ENSG00000259528"	NA	""	"lncRNA"
"ENSG00000287494"	NA	""	"lncRNA"
"ENSG00000259429"	100134869	"UBE2Q2P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000279602"	NA	""	"TEC"
"ENSG00000265791"	NA	""	"lncRNA"
"ENSG00000214514"	284116	"KRT42P"	"transcribed_unprocessed_pseudogene"
"ENSG00000099940"	9342	"SNAP29"	"protein_coding"
"ENSG00000140506"	79748	"LMAN1L"	"protein_coding"
"ENSG00000196302"	NA	"GUSBP15"	"unprocessed_pseudogene"
"ENSG00000249870"	NA	""	"lncRNA"
"ENSG00000095370"	10044	"SH2D3C"	"protein_coding"
"ENSG00000265863"	NA	"GPR160P2"	"processed_pseudogene"
"ENSG00000249307"	NA	"LINC01088"	"lncRNA"
"ENSG00000248807"	NA	"KRTAP9-12P"	"unprocessed_pseudogene"
"ENSG00000173812"	10209	"EIF1"	"protein_coding"
"ENSG00000145703"	10788	"IQGAP2"	"protein_coding"
"ENSG00000272600"	NA	""	"lncRNA"
"ENSG00000099942"	1399	"CRKL"	"protein_coding"
"ENSG00000267725"	NA	""	"processed_pseudogene"
"ENSG00000269124"	NA	""	"lncRNA"
"ENSG00000134815"	9704	"DHX34"	"protein_coding"
"ENSG00000151779"	51594	"NBAS"	"protein_coding"
"ENSG00000237476"	101928891	"LINC01637"	"lncRNA"
"ENSG00000285314"	NA	""	"lncRNA"
